dealId,dealStatus,title,primaryCategory,price,shipping
39087,Active,Trendy Boutique Sunglasses - 3 Styles,Sunglasses,8.99,2.99
39703,Active,Antho Inspired Knit Infinity Scarves,Scarves,9.99,2.99
39784,Active,Boutique Scarf Collection - 4 Styles,Scarves,6.99,2.99
37384,Active,Fall Knit Infinity Scarves,Scarves,12.99,2.99
40313,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
39785,Active,DESIGNER INSPIRED AVIATOR SUNGLASSES,Sunglasses,9.99,2.99
39704,Active,Anthro Inspired Knit Infinity Scarves,Scarves,9.99,2.99
40315,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
39702,Active,Designer Inspired Knit Infinity Scarves,Scarves,12.99,2.99
42090,Active,Designer Inspired Aviator Sunglasses,Sunglasses,9.99,2.99
42550,Active,Boutique Sunglasses,Sunglasses,8.99,1.99
42339,Active,Fall Knit Infinity Scarves,Scarves,12.99,2.99
42091,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
41958,Active,Knit Infinity Scarves,Scarves,12.99,2.99
43707,Active,Trendy Boutique Sunglasses,Sunglasses,7.99,2.99
42411,Active,Boutique Knit Infinity Scarves,Scarves,12.99,2.99
40985,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
43591,Active,Hammered Silver Cross Bracelet,Bracelets,9.99,1.99
41845,Active,Fall Ruffle Knit Scarves,Scarves,9.99,1.99
42769,Active,Boutique Knit Infinity Scarves,Scarves,12.99,2.99
42340,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
42311,Cancelled,Fall Scarves | Cozy Knit Styles,Scarves,9.99,2.99
45331,Active,Knit Ruffle Scarves,Scarves,6.99,2.99
44684,Active,Metallic Flash Tattoos,Tattoos,6.99,1.99
46722,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
46726,Active,Hammered Silver Cross Bracelets,Bracelets,9.99,2.99
47489,Active,Inspirational & Cross Charm Bangles,Bracelets,9.99,1.99
47457,Active,Festive Christmas Charm Bangles,Bracelets,6.99,1.99
48517,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
48525,Active,Deluxe Knit Infinity Scarves,Scarves,12.99,2.99
50335,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
48528,Active,Boutique Plaid & Fringe Scarves,Scarves,8.99,2.99
46721,Active,Chelsea Knit Infinity Scarves,Scarves,12.99,2.99
47505,Active,Christmas Charm Bracelets,Bracelets,6.99,1.99
48519,Cancelled,Metallic Flash Tattoos,Tattoos,6.99,1.99
48521,Active,Deluxe Knit Infinity Scarves,Scarves,12.99,2.99
48470,Active,Hammered Silver Cross Bracelets,Bracelets,9.99,2.99
50921,Active,Inspirational & Cross Charm Bangles,Bracelets,9.99,1.99
52182,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
48117,Active,Tess Cable Kint Infinity Scarves,Scarves,12.99,2.99
46724,Active,Olivia Knit Infinity Scarves,Scarves,12.99,2.99
54282,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
53732,Active,Hammered Silver Cross Bracelets,Bracelets,9.99,1.99
54885,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
54884,Active,Deluxe Houndstooth Scarf,Scarves,12.99,2.99
55676,Active,Bristol Knit Infinity Scarves,Scarves,12.99,2.99
54947,Active,Tess Cable Knit Infinity Scarf,Scarves,12.99,2.99
58072,Active,Silver Hammered Cross Bracelets,Bracelets,9.99,1.99
56660,Active,Delicate Silver Filigree Earrings,Earrings,4.99,1.99
56661,Active,Silver Hammered Cross Bracelets,Bracelets,9.99,1.99
61016,Active,Winter Scarf Blowout Sale,Scarves,5.99,3.99
60168,Active,Wire Wrapped Stone Layering Bracelets,Bracelets,6.99,1.99
60257,Active,Leopard Print Infinity Scarves,Scarves,9.99,2.99
61481,Active,Olivia Knit Infinity Scarf,Scarves,12.99,2.99
61026,Active,Matte Black Filigree Earrings,Earrings,4.99,2.99
60672,Active,Druzy and Feather Layered Necklace,Necklaces,9.99,1.99
62485,Active,Inspirational Cross & Charm Bracelets,Bracelets,8.99,2.99
61482,Active,Trendy Sunglasses Blowout Sale,Sunglasses,3.99,2.99
60821,Active,Delicate Boho Filigree Earrings,Earrings,4.99,1.99
65255,Active,Inspirational Antique Key Layering Necklaces,Necklaces,8.99,2.99
61030,Active,Moroccan Inspired Spring Statement Earrings,Earrings,8.99,2.99
65155,Active,Boutique Stone Layering Necklaces - 4 New Styles,Necklaces,9.99,2.99
64079,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
67125,Active,Starfish Cuff Bracelet,Bracelets,9.99,2.99
64547,Active,Inspirational Cross & Charm Bracelets,Bracelets,8.99,2.99
64967,Active,Nautical Layering Bracelets,Bracelets,6.99,2.99
63149,Active,Wire Wrapped Stone Layering Bracelets,Bracelets,6.99,2.99
65254,Active,A Boutique Favorite - Kimball Tassel Scarves,Scarves,12.99,2.99
68113,Active,Boutique Blowout Sale - Over 30 Styles!,Fashion Combo,5.99,2.99
68649,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
68653,Active,Moroccan Inspired Spring Statement Earrings,Earrings,8.99,2.99
68651,Active,Colorful Mirrored Aviator Sunglasses,Sunglasses,5.99,2.99
78682,Active,Boutique Tassel Scarves,Scarves,12.99,2.99
68654,Active,Rustic Inspirational Cross & Charm Bracelets,Bracelets,8.99,2.99
70100,Active,Nautical Layering Bracelets,Bracelets,6.99,2.99
70105,Active,Pastel Gemstone Stud Earrings,Earrings,4.99,2.99
80018,Active,Spring Lace Infinity Scarves,Scarves,9.99,2.99
63088,Active,Leopard Print Infinity Scarves,Scarves,9.99,2.99
80855,Active,Rose Print Beach Totes,Handbags,12.99,2.99
80860,Active,Delicate Boho Filigree Earrings - 9 Styles!,Earrings,4.99,2.99
80859,Active,Floral Print Fringe Kimono - 3 Prints!,Clothing,16.99,2.99
68650,Active,Starfish Cuff Bracelet,Bracelets,9.99,2.99
82285,Active,Boutique Blow Out Sale -25 Choices!,Fashion Combo,4.99,2.99
81630,Active,Moroccan Inspired Spring Statement Earrings,Earrings,5.99,2.99
81626,Active,Trendy Boutique Sunglasses,Sunglasses,5.99,2.99
80380,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
82399,Cancelled,Boutique Tassel Scarves,Scarves,12.99,2.99
85121,Active,Boutique Beach Totes,Handbags,12.99,3.99
85262,Active,Chelsea Square Tassel Scarves,Scarves,12.99,2.99
85013,Active,Lace Infinity Scarves - 3 Colors!,Scarves,4.99,2.99
85005,Active,Nautical Layering Bracelets,Bracelets,8.99,2.99
86080,Active,Gemstone Threader Earrings,Earrings,5.99,2.99
85006,Active,Boutique Layering Bracelets,Bracelets,8.99,2.99
87896,Active,Modern Pave Choker Necklace Set,Necklaces,9.99,2.99
88461,Active,Gemstone Threader Earrings,Earrings,5.99,2.99
87602,Active,Boutique Tassel Scarves,Scarves,9.99,2.99
86935,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
89606,Active,Inspirational Hidden Message Cuff,Bracelets,8.99,2.99
89678,Active,Lace Infinity Scarves - 3 Colors!,Scarves,4.99,2.99
90068,Active,Matte Black Filigree Earrings,Earrings,4.99,2.99
89868,Active,Vintage Bullet Earrings - 3 Styles!,Earrings,5.99,2.99
90073,Active,Boutique Jewelry Blowout Sale,Fashion Combo,3.99,2.99
90067,Active,Gemstone Threader Earrings,Earrings,5.99,2.99
92121,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
92126,Active,Spring Scarf Blowout Sale - 6 Styles!,Scarves,5.99,2.99
93000,Active,Starfish Cuff Bracelet,Bracelets,9.99,2.99
92617,Active,Inspirational Hidden Message Cuff,Fashion Combo,3.99,2.99
90902,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
94301,Active,Elise Gemstone & Filigree Earrings,Earrings,6.99,2.99
94299,Active,Boutique Painted Filigree Earrings - 2 Styles!,Earrings,5.99,2.99
94297,Active,Delicate Gold Earrings - 11 Styles!,Earrings,4.99,2.99
94298,Active,Delicate Silver Earrings - 7 Styles!,Earrings,4.99,2.99
93152,Active,RUSTIC INSPIRATIONAL CROSS & CHARM BRACELETS,Bracelets,8.99,2.99
95178,Active,Gemstone Threader Earrings,Earrings,5.99,2.99
98928,Active,Vintage Inspired Boutique Earrings - 14 Styles,Earrings,4.99,2.99
98922,Active,Rustic Tribal Layering Bracelets,Bracelets,7.99,2.99
101377,Active,Boho Turquoise Cuffs & Layering Bracelets,Bracelets,9.99,2.99
93153,Active,Vintage Bullet Earrings - 3 Styles!,Earrings,5.99,2.99
92609,Active,Retro & Aviator Style Sunglasses - 3 Styles!,Sunglasses,3.99,2.99
101816,Active,Boutique Pearl or Gemstone Threader Earrings,Earrings,6.99,2.99
102427,Active,Boho Feather Necklace & Earrings Set,Necklaces,6.99,2.99
102552,Active,Boutique Jewelry Blowout Sale,Fashion Combo,3.99,2.99
103961,Active,Vintage Inspired Boutique Earrings,Earrings,4.99,2.99
103960,Active,Vintage Bullet Earrings - 3 Styles!,Earrings,5.99,2.99
105628,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
105630,Active,Rustic Inspirational Cross & Charm Bracelets,Bracelets,7.99,2.99
106393,Active,Rustic Horse & Equestrian Layering Bracelets,Bracelets,9.99,2.99
105627,Active,Rustic Tribal Layering Bracelets - 10 Styles!,Bracelets,7.99,2.99
108499,Active,Boutique Blowout Sale - 30 Styles!,Fashion Combo,3.99,2.99
106399,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
106398,Active,Nautical Layering Bracelets,Bracelets,8.99,2.99
109228,Active,Rustic Feather Necklace & Earrings Set,Fashion Combo,5.99,2.99
109230,Active,Gemstone & Pearl Threader Earrings,Earrings,5.99,2.99
109428,Active,Rustic Horse + Equestrian Layering Bracelets,Bracelets,7.99,2.99
108497,Active,Hammered Cross and Tassel Bracelet,Bracelets,5.99,2.99
110757,Active,Vintage Bullet Earrings - 3 Styles!,Earrings,5.99,2.99
109269,Active,Rustic Inspirational Cross & Charm Bracelets,Bracelets,7.99,2.99
109918,Active,Country Pride Layering Bracelets - 10 Styles!,Bracelets,7.99,2.99
113618,Active,Gemstone Threader Earrings,Earrings,5.99,2.99
105629,Cancelled,Retro & Aviator Style Sunglasses - 3 Styles!,Sunglasses,3.99,2.99
113411,Active,Vintage Inspired Boutique Earrings - 14 Styles,Earrings,4.99,2.99
113617,Active,Rustic Tribal Layering Bracelets,Bracelets,7.99,2.99
113400,Active,Vintage Bullet Earrings - 3 Styles!,Earrings,5.99,2.99
117527,Active,Rustic & Tribal Layering Bracelets - 10 Styles!,Bracelets,7.99,2.99
117530,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
117529,Active,Rustic Inspirational Cross & Charm Bracelets,Bracelets,7.99,2.99
119641,Active,Summer Jewelry Blowout Sale,Fashion Combo,3.99,2.99
119664,Active,Summer Scarf Blowout Sale,Scarves,3.99,2.99
119284,Active,Olivia Knit Infinity Scarves,Scarves,12.99,2.99
119633,Active,Rustic Arrow & Bullet Earrings - 5 Styles!,Earrings,4.99,2.99
117525,Active,Vintage Inspired Boutique Earrings,Earrings,4.99,2.99
119634,Active,Rustic Layering Bracelets - 16 Styles!,Bracelets,7.99,2.99
119289,Active,Tess Knit Infinity Scarves,Scarves,12.99,2.99
119639,Active,Vintage Bullet Earrings - 3 Styles!,Earrings,5.99,2.99
114701,Active,Fall Honeycomb Knit Infinity Scarves,Scarves,7.99,2.99
122360,Active,Gemstone Threader Earrings,Earrings,4.99,2.99
117524,Active,Abbie Knit Infinity Scarves,Scarves,9.99,2.99
124185,Active,Vintage Bullet Earrings - 3 Styles!,Earrings,5.99,2.99
117520,Active,Tess Knit Infinity Scarves,Scarves,12.99,2.99
114700,Active,Fall Knit Plaid Infinity Scarves,Scarves,9.99,2.99
124186,Active,Rustic Layering Bracelets,Bracelets,7.99,2.99
124189,Active,Delicate Boho Filigree Earrings,Earrings,4.99,2.99
129198,Active,Bristol Knit Infinity Scarves,Scarves,12.99,2.99
130892,Active,Chelsea Knit Infinity Scarves,Scarves,12.99,2.99
131499,Active,Boutique Jewelry Blowout Sale!,Fashion Combo,3.99,2.99
131489,Active,Lilly Knit Infinity Scarf,Scarves,9.99,2.99
128835,Active,Abbie Knit Infinity Scarves,Scarves,7.99,2.99
131493,Active,Tess Knit Infinity Scarves,Scarves,12.99,2.99
129197,Cancelled,Ansley Pebbled Leather Wallet,Handbags,14.99,3.99
134054,Active,Lilly Knit Infinity Scarf,Scarves,9.99,2.99
136440,Active,Boutique Jewelry Blowout Sale!,Fashion Combo,3.99,2.99
136457,Active,Classic Velvet Choker,Necklaces,4.99,2.99
136439,Active,Rustic Arrow & Bullet Earrings,Earrings,5.99,2.99
133286,Active,Boutique Infinity Scarf Collection,Scarves,9.99,2.99
136432,Active,Ponies & Pistols Layering Bracelets,Bracelets,7.99,2.99
136463,Active,Vintage Bullet Earrings - 4 Styles!,Earrings,5.99,2.99
136459,Active,Abbie Knit Infinity Scarves,Scarves,6.99,2.99
123649,Active,Fall Plaid Infinity Scarves,Scarves,11.99,2.99
136429,Active,Inspirational Layering Bracelets - 3 Styles!,Bracelets,7.99,2.99
141512,Active,Boutique Infinity Scarf Collection,Scarves,9.99,2.99
146817,Active,Inspirational Layering Bracelets,Bracelets,8.99,2.99
146819,Active,Rustic Wrap Bracelets - 3 Styles!,Bracelets,8.99,2.99
136454,Active,Lilly Knit Infinity Scarf,Scarves,9.99,2.99
147154,Active,Boutique Filigree Earrings - 3 Styles!,Earrings,4.99,2.99
132388,Active,Christmas Charm Bracelets,Bracelets,7.99,2.99
136452,Active,Deluxe Knit Scarves - 6 Styles!,Scarves,12.99,2.99
139059,Active,Rustic Bracelet Collection - 9 Styles!,Bracelets,7.99,2.99
139060,Active,Boutique Infinity Scarf Collection,Scarves,9.99,2.99
155174,Active,Lilly Knit Infinity Scarf,Scarves,9.99,2.99
148955,Active,Trendy Winter Sunglasses - 5 Styles!,Sunglasses,6.99,2.99
155636,Active,Olivia Knit Infinity Scarves,Scarves,12.99,2.99
146829,Active,Rustic Warrior Layering Bracelets - 10 Styles!,Bracelets,8.99,2.99
157656,Active,Kate Square Plaid Scarf - 4 Colors!,Scarves,9.99,2.99
157655,Active,Jewelry Blowout Sale!,Fashion Combo,3.99,2.99
158104,Active,Lilly & Olivia Knit Infinity Scarves,Scarves,9.99,2.99
151183,Active,Quarter Foil & Suede Tassel Long Necklace,Necklaces,9.99,2.99
157664,Active,Fur Pom-Pom Key Fobs - 6 Colors!,Bracelets,9.99,2.99
159576,Active,Kate Square Plaid Scarf - 4 Colors!,Scarves,9.99,2.99
158322,Active,Trendy Winter Sunglasses - 5 Styles!,Sunglasses,6.99,2.99
159159,Active,Rustic Warrior Layering Bracelets - 10 Styles!,Bracelets,8.99,2.99
160613,Active,Quartrefoil & Suede Tassel Long Necklace,Necklaces,9.99,2.99
161260,Active,Vintage Bullet Earrings - 4 Styles!,Earrings,5.99,2.99
163658,Active,Fur Pom-Pom Key Fobs,Bracelets,9.99,2.99
164851,Active,Trendy Winter Sunglasses - 4 Styles!,Sunglasses,6.99,2.99
166438,Active,Vintage Bullet Earrings - 4 Styles!,Earrings,5.99,2.99
164852,Active,Patriotic Election Year Scarves,Scarves,8.99,2.99
166641,Active,Quarterfoil & Suede Tassel Long Necklace,Necklaces,8.99,2.99
165453,Active,Boutique Handbags | 7 Styles!,Handbags,39.99,8.99
165696,Active,Genuine Leather Wrap Bracelets | 3 Styles!,Bracelets,11.99,2.99
169152,Active,Fur Pom-Pom Key Fobs - 5 Colors!,Bracelets,7.99,2.99
165008,Active,Kate Square Plaid Scarf | 4 Colors!,Scarves,9.99,2.99
166492,Active,Leather & Patina Cross Bracelets,Bracelets,9.99,2.99
171039,Active,Quarterfoil & Suede Tassel Long Necklace,Necklaces,8.99,2.99
171041,Active,Vintage Bullet Earrings,Earrings,5.99,2.99
170168,Active,Trendy Boutique Sunglasses | 6 Styles!,Sunglasses,6.99,2.99
165007,Active,Rustic Inspirational Layering Bracelets,Bracelets,8.99,2.99
166457,Active,Inspirational Layering Bracelets,Bracelets,8.99,2.99
175986,Active,Nautical Beach Totes,Handbags,12.99,3.99
170164,Active,Trendy Boutique Sunglasses | 6 Styles!,Sunglasses,6.99,2.99
178518,Active,Vintage Bullet Earrings,Earrings,5.99,2.99
171043,Active,Inspirational Layering Bracelets,Bracelets,8.99,2.99
173851,Cancelled,Boutique Handbags | 12 Styles!,Necklaces,37.99,6.99
178519,Active,Quartrefoil & Leather Tassel Long Necklace,Necklaces,8.99,2.99
178520,Active,Trendy Boutique Sunglasses | 10 Styles!,Sunglasses,6.99,2.99
183126,Active,Blowout Sale! | Boutique Jewerly,Fashion Combo,3.99,2.99
183175,Active,Leather Tassel Key Fobs,Bracelets,9.99,2.99
187243,Active,Square Neck Scarves | 6 Prints!,Scarves,9.99,2.99
170169,Active,Boutique Sunglasses | 10 Styles!,Sunglasses,6.99,2.99
187366,Active,Trendy Jewelry Blowout,Fashion Combo,3.99,2.99
187216,Active,Rachel Spring Wallet | 6 Colors,Handbags,12.99,3.99
187591,Cancelled,Amber Sunglasses | 5 Colors!,Sunglasses,6.99,3.49
189864,Active,Kendall Sunglasses | 8 Colors!,Sunglasses,7.99,3.49
188136,Active,Leather Tassel Key Fobs,Bracelets,9.99,2.99
171046,Active,Trendy Spring Sunglasses  | 9 Styles!,Sunglasses,6.99,2.99
190117,Active,Daisy Sunglasses | 5 Colors!,Sunglasses,7.99,3.49
191443,Active,Rustic Jewelry Blowout | 14 Styles!,Fashion Combo,3.99,2.99
192400,Active,Sunglasses Pouch | 8 Colors,Sunglasses,4.99,2.99
192402,Active,Marin Sunglasses | 6 Colors,Sunglasses,7.99,3.49
192185,Active,Rachel Spring Wallet | 6 Colors,Handbags,12.99,3.99
192541,Active,Kendall Sunglasses | 8 Colors!,Sunglasses,7.99,3.49
192401,Active,Darling Print Spring Wallets | 10 Prints!,Handbags,9.99,3.49
187040,Active,Trendy Boutique Sunglasses | 10 Styles!,Sunglasses,6.99,2.99
195076,Active,Linen Sunglasses Pouch | 3 colors,Sunglasses,5.99,3.49
194435,Active,Jillian Sunglasses | 4 Colors,Sunglasses,8.99,3.49
195502,Active,Courtney Sunglasses | 4 Colors,Sunglasses,7.99,3.49
197567,Active,Sunglasses Pouch | 8 Colors,Sunglasses,4.99,1.99
191454,Active,Boutique Sunglasses | 10 Styles,Sunglasses,6.99,2.99
197616,Active,Floral Sunglasses Case | 3 Colors,Sunglasses,7.99,2.99
194411,Active,Marlee Convertible Necklace,Necklaces,12.99,3.49
196596,Active,Cecily Sunglasses | 2 Colors,Sunglasses,7.99,3.49
198705,Active,Linen Sunglasses Pouch | 3 Colors,Sunglasses,5.99,2.99
199876,Active,Kate & Marlee Sunglasses | 10 Colors,Sunglasses,7.99,1.99
197132,Active,Marin Sunglasses | 4 Colors,Sunglasses,7.99,3.49
199878,Active,Kendall Sunglasses | 8 Colors!,Sunglasses,7.99,1.99
197566,Active,Sweet Summer Wallets | 6 Prints!,Handbags,9.99,3.49
198359,Active,Trendy Boutique Sunglasses | 10 Styles!,Sunglasses,6.99,3.49
196666,Cancelled,Rachel Spring Wallet | 6 Colors,Handbags,12.99,3.99
206714,Active,Antique Key Necklaces,Necklaces,9.99,3.49
205686,Active,Kate & Marlee Sunglasses | 10 Colors,Sunglasses,7.99,2.99
207407,Active,Summer Print Wallets | 6 Prints,Handbags,9.99,3.49
206950,Active,Sarah Sunglasses | 5 Colors,Sunglasses,7.99,2.99
207995,Active,Darling Summer Wallets | 10 Prints!,Handbags,9.99,3.49
204760,Active,Summer Sunnies!  | 10 Styles,Sunglasses,6.99,2.99
204763,Active,Tassel Key Fobs | 3 Styles,Bracelets,9.99,2.99
208715,Active,Marin Sunglasses | 3 Colors,Sunglasses,7.99,2.99
208482,Active,Sweet Treat Wallets | 6 Prints!,Handbags,9.99,3.49
211273,Active,Cat Eye Sunnies | 3 Styles!,Sunglasses,7.99,2.99
213071,Active,Summer Sunnies  | 10 Styles,Sunglasses,6.99,2.99
208483,Active,Wallet & Sunnies Set | 5 Styles!,Sunglasses,9.99,3.49
208717,Active,Lauren Sunglasses | 3 Colors,Sunglasses,7.99,3.49
215307,Active,Fun Summer Sunnies | 10 Styles,Sunglasses,6.99,2.99
215395,Active,Sunnies & Case Sets | 8 Styles!,Sunglasses,9.99,3.49
216564,Active,Sculptural Statement Earrings | 12 Styles!,Earrings,6.99,2.99
217480,Active,Boutique Choker Necklaces | 6 Styles!,Necklaces,9.99,3.49
217772,Active,Ava & Penelope Sunnies | 4 Styles!,Sunglasses,8.99,3.49
217645,Active,Boho Chic Crossbody Bags | 2 Styles,Handbags,39.99,5.99
208718,Active,Boutique Sunglasses | 12 Styles!,Sunglasses,6.99,3.49
